KOI Name,Set
K00180.01,Test
K02057.01,Train
K02512.01,Unlabeled
K02637.01,Unlabeled
K01745.01,Test
K05692.01,Unlabeled
K06207.01,Train
K04522.01,Test
K00709.01,Train
K07192.01,Train
K03165.01,Unlabeled
K01461.01,Train
K00115.01,Train
K00115.02,Train
K00115.03,Unlabeled
K07945.01,Train
K07193.01,Train
K06208.01,Train
K02548.01,Unlabeled
K02217.01,Unlabeled
K04877.01,Unlabeled
K00467.01,Train
K04388.01,Train
K04388.02,Unlabeled
K07946.01,Train
K01488.01,Test
K00468.01,Train
K00710.01,Train
K00710.02,Train
K00710.03,Train
K02825.01,Train
K05695.01,Train
K03565.01,Test
K00243.01,Train
K08286.01,Unlabeled
K00288.01,Unlabeled
K07947.01,Train
K03883.01,Test
K07196.01,Train
K03939.01,Unlabeled
K02774.01,Train
K03800.01,Train
K04240.01,Train
K05696.01,Train
K00944.01,Unlabeled
K00217.01,Train
K07197.01,Unlabeled
K03675.01,Train
K07198.01,Unlabeled
K01819.01,Train
K07200.01,Test
K00711.01,Test
K00711.02,Train
K00711.03,Train
K00424.01,Train
K04417.01,Train
K04417.02,Train
K01481.01,Train
K07201.01,Train
K04631.01,Train
K07202.01,Train
K01490.01,Test
K07203.01,Train
K03985.01,Test
K05700.01,Train
K02612.01,Unlabeled
K02612.02,Unlabeled
K07948.01,Train
K04684.01,Train
K07949.01,Unlabeled
K00945.01,Unlabeled
K00945.02,Unlabeled
K00945.03,Train
K00587.01,Train
K02685.01,Train
K03601.01,Train
K07204.01,Train
K00588.01,Test
K00022.01,Train
K01451.01,Train
K02037.01,Unlabeled
K02037.02,Unlabeled
K02037.03,Unlabeled
K02234.01,Test
K07205.01,Unlabeled
K07206.01,Train
K02535.01,Unlabeled
K01498.01,Test
K01498.02,Unlabeled
K03618.01,Train
K02892.01,Train
K00527.01,Train
K07207.01,Train
K07950.01,Test
K07209.01,Unlabeled
K02912.01,Train
K07951.01,Unlabeled
K04172.01,Train
K07210.01,Train
K07210.02,Train
K04239.01,Test
K04175.01,Test
K04542.01,Test
K04177.01,Train
K00712.01,Test
K00713.01,Test
K03860.01,Test
K01504.01,Train
K07211.01,Train
K00324.01,Train
K04250.01,Test
K07212.01,Test
K04262.01,Train
K02152.01,Train
K04430.01,Test
K02946.01,Train
K03297.01,Test
K07952.01,Test
K01457.01,Train
K07213.01,Test
K07214.01,Train
K08184.01,Test
K06071.01,Test
K02049.01,Train
K07953.01,Unlabeled
K07954.01,Unlabeled
K01970.01,Train
K01970.02,Train
K03095.01,Unlabeled
K07955.01,Train
K01938.01,Train
K07215.01,Unlabeled
K00183.01,Test
K07216.01,Train
K07217.01,Train
K02884.01,Test
K04578.01,Train
K02513.01,Unlabeled
K02417.01,Unlabeled
K02272.01,Train
K04047.01,Unlabeled
K01714.01,Unlabeled
K03934.01,Train
K07218.01,Train
K06209.01,Unlabeled
K06209.02,Unlabeled
K03733.01,Test
K02044.01,Train
K03543.01,Train
K03588.01,Train
K07956.01,Train
K07220.01,Unlabeled
K03516.01,Train
K07957.01,Test
K03647.01,Train
K00946.01,Train
K02132.01,Unlabeled
K01854.01,Test
K00179.01,Train
K00179.02,Train
K02654.01,Train
K06072.01,Train
K03460.01,Unlabeled
K07221.01,Train
K02815.01,Train
K07222.01,Train
K07223.01,Unlabeled
K04096.01,Train
K03729.01,Test
K03729.02,Train
K01795.01,Train
K02769.01,Train
K03859.01,Test
K01485.01,Train
K02831.01,Train
K02913.01,Test
K02545.01,Test
K02706.01,Unlabeled
K04120.01,Unlabeled
K04617.01,Test
K04372.01,Unlabeled
K00714.01,Train
K00469.01,Unlabeled
K01913.01,Test
K01448.01,Unlabeled
K00947.01,Train
K07958.01,Train
K07959.01,Train
K07960.01,Train
K07225.01,Train
K02613.01,Unlabeled
K03392.01,Test
K06073.01,Train
K03048.01,Unlabeled
K00616.01,Unlabeled
K05706.01,Train
K03599.01,Test
K03690.01,Test
K04273.01,Unlabeled
K04142.01,Test
K03025.01,Train
K02273.01,Train
K02287.01,Train
K02287.02,Train
K02379.01,Test
K01500.01,Train
K03686.01,Train
K00325.01,Test
K05708.01,Unlabeled
K01491.01,Train
K02270.01,Train
K01751.01,Train
K01751.02,Test
K02704.01,Train
K02704.02,Train
K01849.01,Test
K03162.01,Train
K03871.01,Train
K02457.01,Train
K00250.01,Train
K00250.02,Train
K00250.03,Train
K00250.04,Train
K03137.01,Unlabeled
K01871.01,Unlabeled
K01871.02,Unlabeled
K01459.01,Train
K03837.01,Train
K03911.01,Train
K00948.01,Test
K07227.01,Train
K07228.01,Train
K01852.01,Train
K03465.01,Train
K01520.01,Train
K00949.01,Train
K06211.01,Train
K07961.01,Train
K08185.01,Train
K00950.01,Unlabeled
K04636.01,Unlabeled
K03568.01,Train
K04691.01,Unlabeled
K06212.01,Train
K03621.01,Train
K05711.01,Test
K00951.01,Train
K00951.02,Train
K04543.01,Train
K04363.01,Unlabeled
K07229.01,Train
K03747.01,Train
K07962.01,Train
K03672.01,Train
K04455.01,Train
K02600.01,Train
K02997.01,Test
K04316.01,Train
K04814.01,Train
K04197.01,Test
K04243.01,Test
K07963.01,Train
K05713.01,Test
K00590.01,Train
K00590.02,Train
K04856.01,Unlabeled
K03487.01,Train
K01513.01,Test
K03851.01,Train
K03577.01,Train
K03372.01,Unlabeled
K03372.02,Train
K05714.01,Train
K07230.01,Test
K00952.01,Train
K00952.02,Train
K00952.03,Train
K00952.04,Train
K00952.05,Train
K02035.01,Test
K07231.01,Train
K07232.01,Unlabeled
K01505.01,Test
K07964.01,Test
K02923.01,Unlabeled
K00135.01,Train
K01521.01,Test
K07233.01,Train
K00953.01,Train
K07234.01,Test
K03243.01,Test
K01529.01,Train
K01529.02,Train
K04807.01,Unlabeled
K00954.01,Test
K00954.02,Train
K01489.01,Unlabeled
K02793.01,Train
K02793.02,Train
K01526.01,Test
K04650.01,Unlabeled
K02880.01,Test
K00955.01,Train
K07965.01,Train
K08186.01,Train
K02586.01,Train
K04855.01,Test
K04192.01,Train
K04192.02,Unlabeled
K02553.01,Unlabeled
K01998.01,Train
K03457.01,Train
K00715.01,Train
K03043.01,Unlabeled
K01958.01,Train
K04421.01,Unlabeled
K04421.02,Unlabeled
K01715.01,Unlabeled
K07236.01,Unlabeled
K03719.01,Test
K03529.01,Train
K02937.01,Train
K03442.01,Train
K02715.01,Train
K02715.02,Test
K02715.03,Unlabeled
K02461.01,Train
K08187.01,Train
K03314.01,Test
K05717.01,Train
K02943.01,Train
K07966.01,Train
K04677.01,Test
K07967.01,Train
K03028.01,Train
K01716.01,Train
K00218.01,Train
K05719.01,Train
K07968.01,Train
K06213.01,Train
K02012.01,Train
K02012.02,Unlabeled
K01479.01,Test
K01493.01,Test
K02567.01,Train
K03480.01,Unlabeled
K00470.01,Test
K02423.01,Test
K03354.01,Unlabeled
K05721.01,Train
K00617.01,Train
K00716.01,Unlabeled
K05722.01,Test
K04516.01,Train
K07238.01,Train
K05724.01,Test
K01523.01,Test
K07239.01,Train
K02446.01,Train
K04879.01,Train
K06074.01,Train
K03592.01,Train
K03513.01,Train
K01468.01,Train
K02003.01,Train
K04381.01,Train
K02483.01,Train
K04696.01,Test
K04001.01,Test
K04122.01,Train
K07969.01,Train
K01815.01,Train
K01815.02,Unlabeled
K01537.01,Unlabeled
K04230.01,Train
K07970.01,Unlabeled
K00717.01,Test
K00717.02,Train
K08188.01,Train
K04635.01,Train
K07241.01,Train
K08189.01,Train
K00956.01,Train
K02509.01,Test
K00326.01,Unlabeled
K00326.02,Unlabeled
K02751.01,Test
K07242.01,Train
K00327.01,Train
K00327.02,Train
K01872.01,Unlabeled
K04383.01,Train
K04383.02,Unlabeled
K00718.01,Train
K00718.02,Train
K00718.03,Train
K03246.01,Train
K00591.01,Test
K03614.01,Train
K01846.01,Train
K02732.01,Train
K02732.02,Test
K02732.03,Train
K02732.04,Unlabeled
K01606.01,Test
K02464.01,Train
K03584.01,Train
K01955.01,Test
K01955.02,Train
K01955.03,Train
K01955.04,Train
K03906.01,Train
K02660.01,Train
K04575.01,Unlabeled
K00328.01,Test
K01717.01,Train
K01594.01,Test
K02579.01,Unlabeled
K02579.02,Unlabeled
K02579.03,Unlabeled
K03755.01,Test
K05728.01,Test
K01718.01,Train
K01718.02,Train
K04189.01,Train
K04484.01,Unlabeled
K01579.01,Train
K02803.01,Unlabeled
K04108.01,Test
K03254.01,Train
K07243.01,Train
K02867.01,Test
K02867.02,Test
K07244.01,Test
K07971.01,Train
K03979.01,Train
K04090.01,Test
K07972.01,Train
K01559.01,Train
K04181.01,Train
K07973.01,Test
K03135.01,Train
K01554.01,Train
K07245.01,Train
K03955.01,Test
K07246.01,Train
K08190.01,Test
K01719.01,Test
K03064.01,Train
K05729.01,Test
K07247.01,Train
K07248.01,Train
K05730.01,Train
K07974.01,Train
K07975.01,Test
K04439.01,Test
K01556.01,Test
K02135.01,Test
K02135.02,Unlabeled
K02135.03,Train
K00145.01,Unlabeled
K07249.01,Train
K07976.01,Unlabeled
K03127.01,Train
K03427.01,Train
K05731.01,Train
K01779.01,Train
K01779.02,Test
K07252.01,Unlabeled
K05732.01,Unlabeled
K04897.01,Test
K04324.01,Train
K05733.01,Train
K02429.01,Train
K07977.01,Train
K07253.01,Train
K07254.01,Train
K01587.01,Test
K07256.01,Train
K05735.01,Test
K04885.01,Unlabeled
K05736.01,Unlabeled
K04431.01,Unlabeled
K07257.01,Train
K07978.01,Unlabeled
K01548.01,Train
K01584.01,Train
K05738.01,Train
K07979.01,Train
K05739.01,Train
K00013.01,Train
K00528.01,Train
K00528.02,Train
K00528.03,Train
K07258.01,Unlabeled
K02788.01,Train
K07259.01,Unlabeled
K07260.01,Train
K07261.01,Train
K02285.01,Test
K00398.01,Train
K00398.02,Train
K00398.03,Train
K04460.01,Unlabeled
K04647.01,Unlabeled
K04647.02,Unlabeled
K03562.01,Train
K00719.01,Train
K00719.02,Test
K00719.03,Train
K00719.04,Train
K07262.01,Train
K05742.01,Train
K00076.01,Train
K01925.01,Train
K04139.01,Train
K03964.01,Train
K00592.01,Unlabeled
K05743.01,Train
K05744.01,Train
K07263.01,Test
K02677.01,Unlabeled
K00593.01,Test
K00593.02,Test
K00593.03,Unlabeled
K00593.04,Unlabeled
K07264.01,Test
K07980.01,Train
K03051.02,Train
K03205.01,Train
K04195.01,Train
K03098.01,Train
K07981.01,Train
K02748.01,Test
K02748.02,Test
K05745.01,Train
K08191.01,Train
K07265.01,Train
K02299.01,Unlabeled
K01538.01,Train
K00720.01,Test
K00720.02,Train
K00720.03,Train
K00720.04,Train
K02192.01,Train
K02496.01,Test
K00721.01,Test
K02428.01,Train
K03558.01,Train
K00722.01,Train
K07267.01,Train
K01911.01,Train
K06075.01,Train
K03401.01,Unlabeled
K03462.01,Unlabeled
K03462.02,Unlabeled
K01875.01,Train
K01875.02,Train
K00425.01,Train
K04820.01,Unlabeled
K07268.01,Train
K02018.01,Train
K02018.02,Unlabeled
K01966.01,Train
K03382.01,Train
K02205.01,Train
K02644.01,Train
K05748.01,Unlabeled
K02832.01,Test
K03470.01,Unlabeled
K03470.02,Train
K02621.01,Test
K07269.01,Train
K04146.01,Test
K04146.02,Unlabeled
K02785.01,Test
K07270.01,Unlabeled
K00959.01,Unlabeled
K05750.01,Train
K00723.01,Train
K00723.02,Train
K00723.03,Test
K04519.01,Unlabeled
K01572.01,Train
K01598.01,Train
K01598.02,Test
K01598.03,Test
K05752.01,Unlabeled
K00724.01,Train
K01783.01,Unlabeled
K01783.02,Unlabeled
K01940.01,Train
K05753.01,Train
K01595.01,Test
K04469.01,Train
K05754.01,Test
K02309.01,Train
K08287.01,Train
K07982.01,Unlabeled
K07271.01,Train
K07983.01,Train
K01720.01,Unlabeled
K00426.01,Unlabeled
K02655.01,Train
K01721.01,Train
K01796.01,Test
K00471.01,Train
K00471.02,Train
K00199.01,Train
K00199.02,Train
K01558.01,Train
K07272.01,Unlabeled
K07273.01,Test
K01586.01,Test
K08192.01,Train
K05757.01,Test
K02409.01,Train
K02002.01,Test
K07274.01,Train
K07275.01,Test
K06076.01,Test
K04706.01,Test
K02418.01,Train
K01596.01,Train
K01596.02,Train
K08193.01,Unlabeled
K01591.01,Unlabeled
K01957.01,Unlabeled
K01957.02,Train
K02493.01,Train
K01574.01,Train
K01574.02,Train
K01574.03,Unlabeled
K01574.04,Unlabeled
K03265.01,Train
K07276.01,Train
K03107.01,Test
K07277.01,Train
K07984.01,Train
K02629.01,Test
K01827.01,Train
K07278.01,Train
K00329.01,Test
K03828.01,Train
K04894.01,Train
K01604.01,Train
K04835.01,Train
K07279.01,Unlabeled
K01608.01,Train
K01608.02,Train
K01608.03,Unlabeled
K03234.01,Train
K02520.01,Test
K07280.01,Train
K04292.01,Test
K01888.01,Test
K02849.01,Unlabeled
K02891.01,Train
K00529.01,Test
K00725.01,Test
K02602.01,Train
K03573.01,Test
K02628.01,Train
K02764.01,Unlabeled
K01917.01,Unlabeled
K08194.01,Train
K08195.01,Train
K01722.01,Train
K08196.01,Train
K05761.01,Unlabeled
K03921.01,Train
K04034.01,Test
K04034.02,Train
K07985.01,Train
K03978.01,Test
K02476.01,Train
K05762.01,Unlabeled
K03627.01,Test
K03627.02,Test
K07284.01,Train
K01823.01,Train
K01823.02,Test
K07285.01,Train
K01984.01,Unlabeled
K03839.01,Train
K07286.01,Train
K02964.01,Train
K02964.02,Test
K04755.01,Unlabeled
K01085.01,Unlabeled
K04451.01,Unlabeled
K01086.01,Train
K02926.01,Train
K02926.02,Train
K02926.03,Train
K02926.04,Train
K02926.05,Unlabeled
K00472.01,Train
K00021.01,Test
K07986.01,Unlabeled
K07288.01,Train
K01909.01,Train
K01909.02,Test
K01909.03,Train
K04675.01,Test
K02313.01,Train
K02056.01,Unlabeled
K01929.01,Test
K01929.02,Train
K06077.01,Train
K04545.01,Unlabeled
K04334.01,Unlabeled
K05768.01,Train
K01082.01,Unlabeled
K01082.02,Unlabeled
K01082.03,Train
K01082.04,Unlabeled
K05769.01,Unlabeled
K07987.01,Train
K01084.01,Test
K01081.01,Train
K03952.01,Train
K01773.01,Train
K01981.01,Train
K00991.01,Test
K03208.01,Unlabeled
K07289.01,Test
K07988.01,Train
K00473.01,Unlabeled
K04284.01,Train
K07290.01,Train
K07989.01,Test
K01083.01,Test
K01083.02,Unlabeled
K00726.01,Unlabeled
K01784.01,Unlabeled
K02097.01,Train
K01080.01,Train
K07990.01,Unlabeled
K07291.01,Unlabeled
K07292.01,Test
K01078.01,Train
K01078.02,Train
K01078.03,Train
K04070.01,Test
K00082.01,Train
K00082.02,Train
K00082.03,Train
K00082.04,Train
K00082.05,Train
K00082.06,Unlabeled
K01870.01,Train
K04843.01,Train
K07293.01,Test
K05773.01,Test
K00427.01,Unlabeled
K00427.02,Train
K00427.03,Train
K02427.01,Test
K03007.01,Unlabeled
K01937.01,Train
K03218.01,Test
K05774.01,Train
K00727.01,Train
K07294.01,Train
K07991.01,Unlabeled
K08197.01,Train
K06217.01,Unlabeled
K02405.01,Train
K02212.01,Test
K08198.01,Test
K02283.01,Test
K07295.01,Train
K08199.01,Test
K02342.01,Train
K02342.02,Train
K01723.01,Test
K01724.01,Train
K07296.01,Train
K07992.01,Unlabeled
K08200.01,Test
K07297.01,Train
K03548.01,Train
K07993.01,Train
K04613.01,Unlabeled
K04544.01,Train
K00728.01,Unlabeled
K04768.01,Unlabeled
K01076.01,Train
K00729.01,Train
K07994.01,Train
K08288.01,Test
K00730.01,Train
K00730.02,Test
K00730.03,Train
K00730.04,Train
K00985.01,Train
K03983.01,Train
K05780.01,Train
K06219.01,Train
K01075.01,Unlabeled
K02341.01,Test
K03130.01,Unlabeled
K03130.02,Unlabeled
K02153.01,Train
K02153.02,Train
K07608.01,Train
K08201.01,Unlabeled
K04557.01,Unlabeled
K07299.01,Train
K03630.01,Train
K00731.01,Train
K03608.01,Train
K07995.01,Test
K07300.01,Train
K07301.01,Unlabeled
K00098.01,Train
K02689.01,Unlabeled
K00732.01,Train
K00732.02,Unlabeled
K00732.03,Unlabeled
K00530.01,Test
K07996.01,Train
K07609.01,Test
K08202.01,Train
K07302.01,Test
K03773.01,Train
K01077.01,Test
K00733.01,Train
K00733.02,Train
K00733.03,Train
K00733.04,Test
K04048.01,Train
K00734.01,Train
K00734.02,Unlabeled
K01074.01,Train
K07303.01,Train
K03606.01,Train
K02810.01,Train
K02782.01,Train
K03734.01,Train
K07304.01,Train
K03913.01,Unlabeled
K08203.01,Train
K00331.01,Train
K00331.02,Unlabeled
K00735.01,Unlabeled
K01152.01,Train
K06078.01,Train
K02390.01,Test
K00332.01,Train
K00332.02,Unlabeled
K04754.01,Unlabeled
K03526.01,Train
K07307.01,Train
K04689.01,Train
K04143.01,Train
K07308.01,Train
K01896.01,Train
K01154.01,Unlabeled
K07309.01,Train
K00104.01,Test
K01169.01,Unlabeled
K05786.01,Train
K07997.01,Train
K07998.01,Unlabeled
K07999.01,Train
K01905.01,Test
K01905.02,Test
K01905.03,Train
K02214.01,Train
K04446.01,Train
K02271.01,Train
K02058.01,Test
K01160.01,Train
K07310.01,Train
K08000.01,Unlabeled
K02919.01,Unlabeled
K07311.01,Train
K01880.01,Test
K02401.01,Unlabeled
K00333.01,Train
K01165.01,Unlabeled
K01165.02,Train
K03216.01,Test
K08002.01,Train
K08003.01,Test
K07312.01,Test
K00736.01,Train
K00736.02,Train
K07610.01,Train
K08289.01,Test
K07313.01,Train
K01164.01,Test
K08204.01,Test
K06220.01,Train
K02391.01,Test
K01172.01,Train
K02823.01,Test
K01155.01,Train
K01157.01,Train
K07314.01,Train
K04315.01,Train
K04547.01,Train
K00737.01,Test
K07315.01,Train
K07316.01,Train
K01175.01,Test
K01175.02,Unlabeled
K01175.03,Test
K01166.01,Unlabeled
K01153.01,Test
K08205.01,Unlabeled
K03991.01,Unlabeled
K07317.01,Train
K03756.01,Train
K01158.01,Train
K00618.01,Test
K01159.01,Unlabeled
K04832.01,Train
K06221.01,Test
K00738.01,Train
K00738.02,Train
K04051.01,Test
K02118.01,Test
K03908.01,Unlabeled
K02726.01,Train
K07318.01,Train
K00334.01,Train
K03671.01,Test
K08004.01,Train
K03224.01,Unlabeled
K01997.01,Train
K00619.01,Unlabeled
K06223.01,Train
K08206.01,Train
K00289.01,Unlabeled
K00289.02,Train
K00739.01,Train
K02583.01,Unlabeled
K02583.02,Test
K00596.01,Train
K08005.01,Train
K05790.01,Unlabeled
K00740.01,Train
K00531.01,Unlabeled
K07320.01,Unlabeled
K08006.01,Test
K02859.01,Test
K02859.02,Train
K02859.03,Unlabeled
K02859.04,Unlabeled
K02859.05,Unlabeled
K04556.01,Train
K08007.01,Unlabeled
K08207.01,Train
K02147.01,Test
K02147.02,Test
K08008.01,Test
K08009.01,Train
K08010.01,Train
K03987.01,Train
K07321.01,Train
K02500.01,Train
K04568.01,Train
K08011.01,Unlabeled
K04662.01,Train
K02605.01,Train
K07611.01,Test
K07322.01,Test
K07323.01,Train
K04255.01,Train
K02562.01,Train
K05792.01,Train
K07324.01,Train
K00428.01,Test
K00741.01,Test
K00742.01,Train
K02412.01,Train
K04073.01,Train
K07325.01,Train
K03257.01,Train
K07326.01,Train
K08208.01,Test
K08208.02,Test
K01161.01,Train
K01161.02,Train
K01161.03,Train
K04394.01,Train
K07327.01,Unlabeled
K08012.01,Unlabeled
K02484.01,Train
K00532.01,Train
K07328.01,Train
K01877.01,Test
K08290.01,Train
K00474.01,Train
K00474.02,Train
K00474.03,Unlabeled
K00474.04,Train
K08209.01,Train
K08013.01,Train
K07329.01,Train
K01851.01,Train
K00743.01,Test
K03578.01,Train
K04480.01,Unlabeled
K03191.02,Unlabeled
K07331.01,Unlabeled
K02589.01,Train
K01163.01,Train
K01163.02,Train
K00335.01,Train
K02112.01,Train
K05796.01,Train
K08014.01,Test
K08015.01,Train
K08016.01,Test
K08017.01,Test
K08291.01,Test
K07332.01,Unlabeled
K07612.01,Test
K07613.01,Train
K08018.01,Train
K08019.01,Test
K08020.01,Test
K07614.01,Test
K02961.01,Test
K02554.01,Unlabeled
K02554.02,Unlabeled
K04648.01,Train
K02040.01,Unlabeled
K01173.01,Test
K05797.01,Train
K00744.01,Test
K00744.02,Train
K02320.01,Train
K07333.01,Train
K01170.01,Unlabeled
K06225.01,Train
K03366.01,Train
K01167.01,Train
K00745.01,Test
K07334.01,Train
K01635.01,Train
K00290.01,Train
K00251.01,Train
K00251.02,Train
K02266.01,Train
K03625.01,Train
K00106.01,Train
K03231.01,Train
K07335.01,Train
K07336.01,Train
K01763.01,Train
K03910.01,Test
K04589.01,Test
K03639.01,Train
K03576.01,Train
K08210.01,Train
K00533.01,Test
K00533.02,Unlabeled
K01614.01,Train
K00263.01,Test
K01156.01,Train
K08211.01,Unlabeled
K02800.01,Test
K02188.01,Train
K00336.01,Train
K03612.01,Test
K08212.01,Train
K02006.01,Train
K04252.01,Unlabeled
K05800.01,Unlabeled
K00746.01,Train
K04261.01,Train
K02622.01,Test
K01162.01,Train
K02208.01,Train
K08292.01,Train
K04345.01,Unlabeled
K05801.02,Train
K07337.01,Train
K07338.01,Train
K08021.01,Train
K08022.01,Test
K08023.01,Train
K08024.01,Train
K08025.01,Train
K08026.01,Unlabeled
K01301.01,Train
K01301.02,Test
K02244.01,Test
K00337.01,Train
K07339.01,Unlabeled
K05802.01,Train
K07340.01,Train
K02131.01,Test
K01294.01,Train
K07341.01,Train
K04826.01,Unlabeled
K04214.01,Train
K05804.01,Train
K05805.01,Train
K00338.01,Train
K00338.02,Test
K07342.01,Train
K03059.01,Train
K00534.01,Train
K00534.02,Train
K03771.01,Unlabeled
K00158.01,Train
K07343.01,Train
K00475.01,Test
K00475.02,Train
K03807.01,Train
K00747.01,Test
K00748.01,Train
K07344.01,Train
K03902.01,Test
K02300.01,Test
K04833.01,Unlabeled
K03032.01,Test
K04563.01,Unlabeled
K01314.01,Train
K08293.01,Train
K00275.01,Train
K00275.02,Test
K01308.01,Train
K07345.01,Unlabeled
K04892.01,Unlabeled
K00339.01,Train
K00339.02,Train
K00339.03,Unlabeled
K02845.01,Test
K07346.01,Train
K04204.01,Train
K00087.01,Test
K00025.01,Train
K02958.01,Unlabeled
K00476.01,Train
K00597.01,Train
K00597.02,Train
K00597.03,Train
K02227.01,Train
K00749.01,Train
K00749.02,Test
K00749.03,Train
K07348.01,Test
K06226.01,Train
K07349.01,Train
K00210.01,Test
K01298.01,Test
K01298.02,Train
K02797.01,Unlabeled
K04447.01,Unlabeled
K04577.01,Unlabeled
K04577.02,Unlabeled
K03148.01,Train
K07350.01,Train
K01807.01,Unlabeled
K06227.01,Train
K08027.01,Train
K04765.01,Train
K01999.01,Train
K00340.01,Train
K05814.01,Train
K00429.01,Train
K08028.01,Train
K02149.01,Test
K03016.01,Train
K07351.01,Train
K03082.01,Train
K00203.01,Train
K00066.01,Train
K01636.01,Test
K07352.01,Test
K04366.01,Unlabeled
K07353.01,Test
K03953.01,Test
K03441.01,Train
K03280.01,Train
K00211.01,Unlabeled
K00598.01,Train
K00598.02,Train
K01837.01,Test
K01837.02,Train
K00964.01,Train
K05817.01,Unlabeled
K06079.01,Train
K07354.01,Unlabeled
K05818.01,Test
K03931.01,Train
K01291.01,Train
K04118.01,Train
K07355.01,Train
K04901.01,Train
K07356.01,Train
K07357.01,Test
K00750.01,Train
K00750.02,Unlabeled
K00750.03,Unlabeled
K02046.01,Train
K04698.01,Unlabeled
K08213.01,Train
K02599.01,Train
K07358.01,Unlabeled
K07359.01,Unlabeled
K01295.01,Train
K00198.01,Test
K00002.01,Train
K03986.01,Test
K04360.01,Train
K02179.01,Train
K02179.02,Test
K02068.01,Unlabeled
K01797.01,Train
K04804.01,Unlabeled
K00599.01,Unlabeled
K01297.01,Test
K03830.01,Train
K03595.01,Train
K02549.01,Train
K07361.01,Unlabeled
K00751.01,Train
K02317.01,Train
K07362.01,Train
K02978.01,Train
K01637.01,Train
K07363.01,Train
K08029.01,Train
K07364.01,Train
K02108.01,Test
K06080.01,Test
K03359.01,Train
K07365.01,Train
K01311.01,Unlabeled
K04024.01,Train
K06228.01,Train
K00430.01,Train
K00430.02,Unlabeled
K00600.01,Train
K04312.01,Train
K02236.01,Test
K02236.02,Train
K00209.01,Train
K00209.02,Train
K01302.01,Test
K05823.01,Test
K06081.01,Train
K06229.01,Train
K04453.02,Test
K01305.01,Train
K01305.02,Test
K04335.01,Train
K08030.01,Train
K02327.01,Test
K07366.01,Train
K03889.01,Train
K03720.01,Train
K06082.01,Train
K03617.01,Train
K08214.01,Train
K06230.01,Unlabeled
K04408.01,Test
K07367.01,Train
K07368.01,Unlabeled
K00989.02,Test
K07369.01,Test
K01304.01,Train
K04405.01,Unlabeled
K01638.01,Test
K02673.01,Test
K04891.01,Unlabeled
K00003.01,Train
K01289.01,Test
K01289.02,Train
K03532.01,Train
K03086.01,Unlabeled
K03589.01,Test
K08215.01,Train
K07371.01,Train
K04816.01,Test
K05827.01,Train
K01989.01,Test
K01313.01,Test
K03925.01,Unlabeled
K03925.02,Train
K03925.03,Test
K01288.01,Train
K08031.01,Unlabeled
K02871.01,Unlabeled
K02871.02,Unlabeled
K02871.04,Unlabeled
K03451.01,Unlabeled
K01316.01,Unlabeled
K07372.01,Train
K07373.01,Train
K04235.01,Unlabeled
K03683.01,Train
K00752.01,Train
K00752.02,Train
K02373.01,Unlabeled
K03390.01,Train
K03449.01,Train
K00193.01,Train
K02228.01,Train
K04611.01,Test
K08032.01,Train
K07374.01,Train
K00174.01,Test
K04801.01,Unlabeled
K00753.01,Train
K02570.01,Train
K07375.01,Unlabeled
K05831.01,Unlabeled
K02378.01,Train
K07376.01,Unlabeled
K04470.01,Train
K07377.01,Test
K05832.01,Train
K02736.01,Train
K01287.01,Train
K07378.01,Unlabeled
K07378.02,Unlabeled
K00431.01,Train
K00431.02,Train
K08033.01,Unlabeled
K01946.01,Unlabeled
K03602.01,Train
K07379.01,Train
K00754.01,Train
K07381.01,Train
K05833.01,Unlabeled
K02104.01,Train
K00755.01,Train
K01309.01,Train
K05834.01,Train
K03739.01,Train
K02075.01,Train
K07382.01,Test
K01306.01,Train
K01306.02,Train
K01306.03,Train
K01306.04,Train
K04183.01,Train
K04171.01,Train
K04130.01,Train
K00432.01,Test
K08034.01,Test
K08035.01,Unlabeled
K02368.01,Train
K02080.01,Train
K02080.02,Train
K01299.01,Train
K07384.01,Train
K01303.01,Unlabeled
K00756.01,Test
K00756.02,Train
K00756.03,Train
K04597.01,Unlabeled
K00535.01,Test
K02305.01,Unlabeled
K01290.01,Train
K00017.01,Train
K01293.01,Train
K04149.01,Unlabeled
K04149.02,Unlabeled
K00117.01,Train
K00117.02,Test
K00117.03,Train
K00117.04,Train
K08216.01,Test
K02960.01,Train
K08036.01,Train
K00341.01,Train
K00341.02,Train
K01641.01,Train
K01286.01,Train
K03730.01,Train
K01642.01,Train
K02936.01,Test
K03484.01,Train
K02957.01,Unlabeled
K00194.01,Test
K00046.01,Train
K00046.02,Train
K05840.01,Train
K01725.01,Train
K02754.01,Train
K04503.01,Unlabeled
K08217.01,Train
K03146.01,Train
K02200.01,Train
K07385.01,Train
K00757.01,Test
K00757.02,Train
K00757.03,Test
K02623.01,Train
K02623.02,Unlabeled
K02770.01,Unlabeled
K03248.01,Unlabeled
K01963.01,Unlabeled
K05841.01,Train
K08037.01,Unlabeled
K08038.01,Train
K07386.01,Train
K03335.01,Unlabeled
K07387.01,Test
K04326.01,Train
K07388.01,Train
K03063.01,Test
K01292.01,Train
K00156.01,Train
K00156.02,Train
K00156.03,Train
K02557.01,Train
K01315.01,Unlabeled
K05842.01,Unlabeled
K00291.01,Train
K00291.02,Test
K03121.01,Test
K00477.01,Train
